task_name : realsense
sensor : Realsense
version : sequence
task_root : /home/tykim/DreamTask/DreamDataset/Realsense
note_path : /home/tykim/DreamTask/PhysicalAI_DreamBench/Data/Output/Dream/Realsense/note.txt
population_size : 10000
elite_fraction : 0.05
smoothing : 0.1
num_workers : 32

binary_weight : 1.0
depth_weight : 1e-06

[FRAME 0000] 000000.rgb_mask_00 iter=16/50 iter_reward=300212.0000 running_best_reward=300212.0000 iter_elapsed=0.54s
[FRAME 0000] 000000.rgb_mask_00 iter=17/50 iter_reward=299554.0000 running_best_reward=300212.0000 iter_elapsed=0.66s
[FRAME 0000] 000000.rgb_mask_00 iter=18/50 iter_reward=299842.0000 running_best_reward=300212.0000 iter_elapsed=0.58s
[FRAME 0000] 000000.rgb_mask_00 iter=19/50 iter_reward=300090.0000 running_best_reward=300212.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=20/50 iter_reward=299420.0000 running_best_reward=300212.0000 iter_elapsed=0.43s
[FRAME 0000] 000000.rgb_mask_00 iter=21/50 iter_reward=300416.0000 running_best_reward=300416.0000 iter_elapsed=0.53s
[FRAME 0000] 000000.rgb_mask_00 iter=22/50 iter_reward=299576.0000 running_best_reward=300416.0000 iter_elapsed=0.48s
[FRAME 0000] 000000.rgb_mask_00 iter=23/50 iter_reward=300090.0000 running_best_reward=300416.0000 iter_elapsed=0.51s
[FRAME 0000] 000000.rgb_mask_00 iter=24/50 iter_reward=300290.0000 running_best_reward=300416.0000 iter_elapsed=0.40s
[FRAME 0000] 000000.rgb_mask_00 iter=25/50 iter_reward=299980.0000 running_best_reward=300416.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=26/50 iter_reward=300098.0000 running_best_reward=300416.0000 iter_elapsed=0.53s
[FRAME 0000] 000000.rgb_mask_00 iter=27/50 iter_reward=300056.0000 running_best_reward=300416.0000 iter_elapsed=0.54s
[FRAME 0000] 000000.rgb_mask_00 iter=28/50 iter_reward=299826.0000 running_best_reward=300416.0000 iter_elapsed=0.54s
[FRAME 0000] 000000.rgb_mask_00 iter=29/50 iter_reward=299792.0000 running_best_reward=300416.0000 iter_elapsed=0.56s
[FRAME 0000] 000000.rgb_mask_00 iter=30/50 iter_reward=299324.0000 running_best_reward=300416.0000 iter_elapsed=0.62s
[FRAME 0000] 000000.rgb_mask_00 iter=31/50 iter_reward=300008.0000 running_best_reward=300416.0000 iter_elapsed=0.52s
[FRAME 0000] 000000.rgb_mask_00 iter=32/50 iter_reward=299310.0000 running_best_reward=300416.0000 iter_elapsed=0.49s
[FRAME 0000] 000000.rgb_mask_00 iter=33/50 iter_reward=299598.0000 running_best_reward=300416.0000 iter_elapsed=0.48s
[FRAME 0000] 000000.rgb_mask_00 iter=34/50 iter_reward=299384.0000 running_best_reward=300416.0000 iter_elapsed=0.50s
[FRAME 0000] 000000.rgb_mask_00 iter=35/50 iter_reward=299622.0000 running_best_reward=300416.0000 iter_elapsed=0.56s
[FRAME 0000] 000000.rgb_mask_00 iter=36/50 iter_reward=299838.0000 running_best_reward=300416.0000 iter_elapsed=0.45s
[FRAME 0000] 000000.rgb_mask_00 iter=37/50 iter_reward=299632.0000 running_best_reward=300416.0000 iter_elapsed=0.53s
[FRAME 0000] 000000.rgb_mask_00 iter=38/50 iter_reward=299872.0000 running_best_reward=300416.0000 iter_elapsed=0.43s
[FRAME 0000] 000000.rgb_mask_00 iter=39/50 iter_reward=299794.0000 running_best_reward=300416.0000 iter_elapsed=0.42s
[FRAME 0000] 000000.rgb_mask_00 iter=40/50 iter_reward=299882.0000 running_best_reward=300416.0000 iter_elapsed=0.53s
[FRAME 0000] 000000.rgb_mask_00 iter=41/50 iter_reward=300024.0000 running_best_reward=300416.0000 iter_elapsed=0.50s
[FRAME 0000] 000000.rgb_mask_00 iter=42/50 iter_reward=299462.0000 running_best_reward=300416.0000 iter_elapsed=0.58s
[FRAME 0000] 000000.rgb_mask_00 iter=43/50 iter_reward=299754.0000 running_best_reward=300416.0000 iter_elapsed=0.45s
[FRAME 0000] 000000.rgb_mask_00 iter=44/50 iter_reward=299770.0000 running_best_reward=300416.0000 iter_elapsed=0.56s
[FRAME 0000] 000000.rgb_mask_00 iter=45/50 iter_reward=299572.0000 running_best_reward=300416.0000 iter_elapsed=0.49s
[FRAME 0000] 000000.rgb_mask_00 iter=46/50 iter_reward=300164.0000 running_best_reward=300416.0000 iter_elapsed=0.58s
[FRAME 0000] 000000.rgb_mask_00 iter=47/50 iter_reward=299990.0000 running_best_reward=300416.0000 iter_elapsed=0.52s
[FRAME 0000] 000000.rgb_mask_00 iter=48/50 iter_reward=300364.0000 running_best_reward=300416.0000 iter_elapsed=0.62s
[FRAME 0000] 000000.rgb_mask_00 iter=49/50 iter_reward=300034.0000 running_best_reward=300416.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=50/50 iter_reward=300156.0000 running_best_reward=300416.0000 iter_elapsed=0.47s

[FRAME 0000] 000000.rgb_mask_00 iter=1/30 iter_reward=264880.0000 running_best_reward=264880.0000 iter_elapsed=0.49s
[FRAME 0000] 000000.rgb_mask_00 iter=2/30 iter_reward=262994.0000 running_best_reward=264880.0000 iter_elapsed=0.42s
[FRAME 0000] 000000.rgb_mask_00 iter=3/30 iter_reward=258838.0000 running_best_reward=264880.0000 iter_elapsed=0.45s
[FRAME 0000] 000000.rgb_mask_00 iter=4/30 iter_reward=265578.0000 running_best_reward=265578.0000 iter_elapsed=0.47s
[FRAME 0000] 000000.rgb_mask_00 iter=5/30 iter_reward=270090.0000 running_best_reward=270090.0000 iter_elapsed=0.45s
[FRAME 0000] 000000.rgb_mask_00 iter=6/30 iter_reward=276036.0000 running_best_reward=276036.0000 iter_elapsed=0.52s
